Word,Meaning
charities,bamirësitë
charity,bamirësi
charlatans,sharlatanët
charm,tërheqës
charmed,tërhequr; joshur
charmer,tërheqës
charming,"i mirë, fantastik, tërheqës"
charmingly,në mënyrë tërheqëse
charms,tërheq; josh
charnel,morg
charred,djegur
chart,diagram
charter,dokument
charters,dokumentet
charwoman,pastruese
chary,i kujdesshëm
chase,ndjek nga pas
chased,ndjekur; ndoqa
chaser,ndjekës
chasing,duke ndjekur
chaste,i pastër
chastely,pastërtisht
chastened,dënuar
chastest,më i pastri
chastise,dënoj
chastised,dënuar; dënova
chastisement,dënim
chastity,pastërti; modesti
chat,bisedim
chats,bisedime
chatted,biseduar; bisedova
chattels,pasuritë e tundëshme
chatter,bisedë
chattered,biseduar; bisedova
chattering,duke biseduar
chauffeuring,duke drejtuar
cheap,lirë
cheapen,ul çmimin
cheaper,më e lirë
cheapest,më e lira
cheaply,me çmim të lirë
cheat,mashtroj
cheated,mashtruar; mashtrova
cheater,mashtrues
cheaters,mashtruesat
cheating,duke mashtruar
cheats,mashtron
check,kontrolloj
checked,kontrolluar
checking,duke kontrolluar
checkpoint,"pikë kontrolli, postbllok"
checkpoints,"pika kontrolli, postblloqet"
checks,kontrollon
cheek,faqe
cheeked,foli shumë
cheeks,flet shumë
cheer,gëzoj; duartrokas
cheered,gëzova; duartrokita
cheerful,i/e lumtur; i/e gëzuar
cheerfully,në mënyrë të gëzuar
cheerfulness,lumturi; gëzim
cheering,duke gëzuar; duke duartrokitur
cheerless,i/e trishtuar
cheers,"brohoritje, gëzime, brohoras, qaj nga gëzimi"
cheery,i/e gëzuar
cheese,djathë
cheeses,djathrat
chemical,kimik
chemist,kimist
chemist's shop,farmaci
chemistry,kimi
chemists,kimist
chemotherapy,trajtim me kimikate (mjekësi)
cheque,çek(pagesë me çek)
cherish,kujdesem; dua
cherished,kujdesur; dashur
cherisher,kujdestar
cherishes,kujdeset
cherishing,duke u kujdesur
cherries,kujdeset
cherry,qershi
cherrystones,bërthama qershie
cherub,ëngjëll
cherubim,ëngjëj
chess,shah
chess-player,shahist
chest,"1. kraharor 2. arkë, sëndyq"
chestnut,arra
chestnuts,arrat
chests,kabinetet
cheval,kalë
chevalier,kalorës
chevaliers,kalorësat
chew,përtyp
chewed,përtypur
chewing,duke përtypur
chicaneries,komploton
chick,zog pule
chicken,pulë
chicken-pox,li dhënsh
chickens,pulat
chicks,zogjtë
chid,ngacmoj
chidden,"ngacmuar, qortuar"
chide,"ngacmoj, qortoj"
chiders,ngacmuesa
chides,ngacmon
chiding,duke ngacmuar
chief,"shef, kryetar, komandant, drejtues; Chief Justice = Kryegjykatës"
chiefly,kryesisht
chiefs,kryetarët
child,fëmijë
childhood,fëmijëri
childhoods,fëmijëri
childish,fëmijë
childishness,sjellje fëmijënore
children,fëmijët
chili,spec djeges i kuq
chill,ftohtë; freskët
chilling,"duke u ftohur, freskuar"
chilly,ftohtë; freskët
chime,zile
chimera,monster
chimeras,monster
chimerical,imagjinare
chimes,zile; tingull
chimney,oxhak
chimneys,oxhaqet
chin,"mjekër, gushë"
china,1. Kina 2. porcelan
chine,shtylla
chines,shtyllat
chinese,kinez
chink,"tingull, para në dorë"
chins,mjekrat
chip,"e. patate të fërguara ; cifël f. gërryej, gdhënd, pres, heq një copë"
chisel,daltë
chit-chat,"thashetheme, llomotitje"
chitchat,"bisedë e shkurtër, thashethem"
chivalrous,"me zëmërgjërësi, kortezi"
chivalry,kortezi
chlorine,klor
chock,pykë
choice,zgjedhje
choicely,me zgjedhje
choices,zgjedhje
choir,kor
choirs,koret
choke,më zihet fryma
choked,mu zu fryma
chokes,i zihet fryma
choking,duke ju zënë fryma
choler,irritim; kolera
cholera,kolera
choleric,irritues; kolerik
choose,zgjedh
chooser,zgjedhës
chooses,zgjedh
choosing,duke zgjedhur
chop,pres
chopped,prerë
chopping,duke prerë
chops,ashklat
chopsticks,shkopinj që përdoren për të marrë ushqimin në azi
chore,rutinë
chores,rutinë
choristers,këngëtar
chorus,kor
chose,zgjodha
chosen,zgjedhur
christ,Krisht
christen,pagëzuar
christendom,bota kristiane
christendoms,botët kristiane
christened,pagëzuar
christening,duke u pagëzuar
christenings,pagëzimet
christian,krishterë
christians,krishterët
christmas,Krishtlindja
chromium,krom
chronicle,kronikë
chronicled,kronikuar
chronicler,historian
chronicles,kronikat
chronological,kronologjik
chronology,e. kronologji
chrysolite,kristal
chuck,qafë kërcu hedh
chuckle,qesh
chuckled,qeshur
chunk,pjesë
church,kishë
churches,kishat
churchman,klerik
churchmen,klerikët
churchyard,obori i kishës
churchyards,oboret e kishës
churl,"i pagdhendur, i paedukuar"
churlish,"i pagdhendur, i paedukuar"
churlishly,"në mënyrë të pagdhendur, të paedukuar"
churls,"të pagdhendurit, të paedukuarit"
cicada,karkalec
cicatrice,plagë; gërvishje
cicatrices,gërvish; dëmtoj
cigarette,cigare
cincture,rryp
cinder,hi
cinders,hirërat
cinema,kinema
cinnamon,kanellë
cipher,kod
ciphers,kodet
circa,rreth; përafërsisht
circle,rreth
circled,rrethuar
circles,rrathët
circling,duke rrethuar
circular,rrethore
circulate,eci përqark
circulated,qarkulluar
circulating,duke qarkulluar
circulation,qarkullim
circum,përqark
circumcised,pastruar
circumcision,synet
circumference,kufinjtë
circumscribe,rrethoj
circumscribed,rrethuar
circumscribes,rrethon
circumscription,kufizim
circumspect,kujdesje
circumspection,kujdesje
circumstance,rrethanë
circumstances,rrethanat
circumstantial,rrethanor
circumvent,kalimtar
cistern,çisternë
cisterns,çisternat
citadel,kala
cite,citoj
cited,cituar
cites,citon
cities,qytetet
citing,duke cituar
citizen,qytetar
citizens,qytetarët
citizenship,qytetari
city,qytet
civet,1. lloj maceje; 2. lloj parfumi
civil,civil
civilian,"a. civile, civilëve, in civilian hands = në duart e civilëve e. civil"
civilisation,civilizim
civility,qytetërim; edukatë
civilization,civilizim
civilized,qytetëruar; edukuar
civilly,në mënyrë të edukuar
clack,zhurmë
clad,mbulesë
cladding,"mbrojtëse metalike, mbulesë mbrojtëse"
claim,"kërkesë, pretendim"
claimants,rivendikatorë
claimed,kërkuar
claiming,duke kërkuar
claims,"1. kërkon, shpall 2. pretendimet"
clamber,ngjitem
clambered,ngjitur
clambering,duke u ngjitur
clamor,kërkesë
clamorous,me zhurmë
clamorously,në mënyrë të zhurmshme
clamour,zhurmë
clamourous,i zhurmshëm
clamours,zhurmat
clan,klan; fis; grup
clandestine,klandestin
clang,zhurmë
clap,duartrokitje
clapped,duartrokitur
clapping,duke duartrokitur
claps,duartrokitje
claret,lloj vere
clarification,shpjegim
clarified,qartësuar
clarify,qartësoj
clarity,qartësi
clash,përplasje
clashed,"përplasur, ndeshur"
clashes,përplasjet
clasp,1. përqafoj 2. përqafim
clasped,përqafuar
clasping,duke u përqafuar
clasps,përqafime
class,klasë
classed,klasifikuar
classes,klasat
classic,klasik
classics,klasikët
classification,klasifikim
classifications,klasifikimet
classified,klasifikuar
classify,klasifikoj; karakterizoj
clatter,bisedë e zhurmëshme
clause,paragraf
claw,thua
claws,thonj
clay,argjil
clean,pastroj
cleaned,pastruar
cleaner,pastrues
cleaning,duke pastruar
cleanly,në mënyrë të pastër
cleanse,laj; pastroj
cleansed,pastruar
cleansing,duke pastruar
cleanup,pastrim
clear,i/e qartë
cleared,qartësuar
clearer,më e qartë
clearest,më e qarta
clearing,duke pastruar
clearly,qartë
clearness,qartësi
clears,qartëson
cleat,pykë
cleave,thyej
cleaves,thyen
cleaving,"duke ndarë, thyer"
clef,çelës (muzikë)
cleft,ndaj; thyej
clemency,mëshirë
clement,i mëshirshëm
clergy,klerik
clergyman,klerik
clergymen,klerikët
cleric,klerik
clerk,klerik
clerkly,në mënyrë zyrtare
clerks,klerikët
clever,i/e zgjuar; inteligjent
cleverer,më i zgjuar
cleverest,më i zgjuari
cleverly,në mënyrë të zgjuar
cleverness,"zgjuarsi, inteligjencë"
click,klik (zhurmë e vogël)
clicking,duke klikuar
client,klient
clients,klientët
climate,klima
climates,klima
climax,"kulm, majë, arrij pikën më të lartë"
climb,hypi; ngjitem
climbed,hypa; ngjita; hypur; ngjitur
climber,alpinist
climbing,duke u ngjitur
climbs,ngjitet
clime,klimë
cling,ngjit
clinical,klinik
clinics,kllinikat
clip,pjesë
clipped,prerë
clipper,prerëse
clipping,duke prerë
cloak,maskë
cloaks,maskat
clock,orë
clocks,orët
clod,tokë
cloddy,pis
clodpole,budalla
clog,bllokoj kallëp
clogged,bllokuar
clogging,duke bllokuar
clogs,bllokimet
cloister,mbyllur
clone,riprodhim aseksual
cloning,riprodhim aseksual
close,"a. i ngushtë, in close cooperation with = në bashkëpunim të ngushtë me f. mbyll; mbuloj; përfundoj;"
closed,mbyllur
closely,nga afër
closer,më afër
closes,mbyll
closest,më i afërti
closet,raft; dollap në murr
closets,"kabinetet, garderobat"
closing,duke mbyllur
closure,mbyllje
cloth,copë
clothe,veshje; vesh
clothed,veshur
clothes,veshjet; rrobat
clothier,shitës rrobash
clothiers,shitësa rrobash
clothing,duke veshur
cloths,rrobat; veshjet
cloture,"mbyllje, mbyll"
cloud,re
clouded,me re
cloudiness,e vërenjtur
clouding,"duke mbuluar me re, duke errësuar"
clouds,retë
cloudy,me re
clout,1. godasËrrugicë (qylym)
clouted,godita; goditur
clouts,godet
clove,"thëlpi, ndaj"
cloven,ndarë; thyer
clover,lloj peme
cloves,thëlpinj
clown,kloun; gastor
clownish,qesharak
clowns,klounat
cloy,lodhem
cloyed,lodhur
cloying,duke u lodhur
cloyless,i palodhur
cloyment,lodhje
cloys,lodh
club,klub
clubs,klubet
clue,gjurmë; ndihmë
clump,bashkoj
clumsily,në mënyrë të papërshtatshme
clumsy,të papërshtatshme
clung,ngjis
cluster,"grup, tufë"
clustered,ngjitur; lidhur
clustering,duke bashkuar; duke lidhur
clusters,grupe; bashkësi
clutch,freksion
clutched,shtrënguar
clutches,shtrëngon
clutching,duke shtrënguuar
clutter,rrëmujë
co-existence,bashkëekzistencë
co-pilot,pilot i dytë
coach,trainjer
coaches,trainjerët
coaching,duke trajnuar
coachman,trainjer
coagulate,mpikset
coal,qymyr
coalesce,rritet
coalition,koalicion
coals,qymyret
coarse,vulgar
coarsely,në mënyrë vulgare
coarseness,ashpërsi; vulgaritet
coast,breg
coastal,bregdetar
coasting,duke ecur në breg
coasts,brigjet
coat,xhaketë
coated,mbuluar
coats,mbulon; xhaketat
coaxing,"duke provokuar, duke joshur"
cobalt,kobalt
cobble,pllaka guri
cobbler,këpucar
cobblers,këpucarët
cobblestones,pllaka guri
cock,gjel
cockatrice,gjarpër
cockatrices,gjarpërinj
cockboat,anije e vogël
cocked,ngrihet
cocker,qen gjahu
cockerel,gjel
cockle,guackë
cockles,guacka
cockney,londinezë i lindur
cockpit,kabina
cocks,gjelat
cockscomb,lafsha
cocksure,i sigurtë (me mëndjemadhësi)
cocky,arrogant
cod,ngacmoj
codding,duke ngacmuar
coddle,pjek ngadalë
code,kod
codes,kodet
codification,"kodifikim, organizim"
codified,kodifikuar
codify,kodifikoj
coding,duke koduar
cods,ngacmon
coequal,i barabartë
coerce,detyroj
coercing,duke detyruar
coercion,detyrim
coeval,bashkëmoshatar
coexist,bashkëekzistoj
coexistence,bashkëekzistencë
coexistent,bashkëekzistues
coextensive,bashkëekzistues
coffee,kafe
coffer,thesar
coffers,thesare
coffin,arkivol
coffins,arkivole
cofounder,bashkëthemelues
cog,dhëmbë ingranazhi
cogently,në mënyrë bindëse
cogging,duke dhëmbëzuar
cogitable,e konceptueshme
cogitate,meditoj
cogitated,medituar
cogitates,mediton
cogitating,duke medituar
cogitation,meditim; reflektim
cogitations,meditime; reflektime
cognate,kushuri
cognates,kushurinj
cognition,njohje
cognitions,njohjet
cognizable,i njohshëm
cognizance,njohje
cognizant,i ndërgjegjshëm
cognize,njoh
cognized,njohur
cognizes,njeh
cognizing,duke njohur
cohabit,bashkëjetoj
coheir,bashkëtrashëgimtar
cohere,ngjis; bashkoj
cohered,ngjitur; bashkuar
coherence,konsistencë; koherencë
coherent,koherente
coheres,ngjit; bashkon
cohering,duke ngjitur; duke bashkuar
cohesion,unitet; solidaritet
cohorts,grupet
coil,cilindër; rrotulloj; përkul
coiled,rrotulluar; përkulur
coin,para (metalike)
coinage,sistem monetar
coincide,koinçidon
coincidence,"koinçidencë, puthisje"
coincidences,koinçidencë
coincidental,i rastësishëm
coincides,koinçidon
coined,shpik; fallsifikuar
coiner,fallsifikues
coining,duke fallsifikuar
coins,të holla(para)
col,kaloj
cold,ftohtë
colder,më ftohtë
coldest,më i ftohti
coldly,ftohtë
coldness,ftohtësi
colic,kolit
collaborate,f. bashkëpunoj
collaborated,bashkëpunuar
collaboration,bashkëpunim
collaborative,"i/e kombinuar, i/e përbashkët, kolektive"
collaborator,e. bashkëpunëtor; kolaboracionist
collapse,shëmbje
collapsed,shëmbur
collapsing,duke u rrëzuar
collar,kollare
collars,kollaret
collateral,i parëndësishëm
colleague,koleg
colleagues,kolegët
collect,mbledh
collected,mbledhur
collecting,duke mbledhur
collection,koleksion
collections,koleksione
collective,kolektive
collectively,në mënyrë kolektive
collects,mbledh
college,kolegj
colleges,kolegjet
collegiate,mb. i lidhur me;
collier,minator
colliers,minatorët
collision,shëmbje
collusion,bashkëpunim
colonization,kolonizim
colonizing,duke kolonizuar
colony,koloni
color,ngjyrë
colored,"ngjyrosur, me ngjyrë"
coloring,duke ngjyrosur
colors,ngjyrat
colossal,kolosal
colossus,gjigand
colour,ngjyros
colourable,i ngjyrosshëm
coloured,ngjyrosur
colouring,duke ngjyrosur
colourless,pa ngjyra
colours,ngjyrat
colt,mëzë
colts,mëzat
column,kollonë
columns,kollonat
comb,kreh
combat,luftë
combatant,luftëtar
combatants,luftëtarë
combated,luftuar
combating,duke luftuar
combative,luftarak
combats,lufton
combed,krehur
combination,kombinim
combine,kombinoj
combined,kombinuar
combines,kombinon
combing,duke krehur
combining,duke kombinuar
combustion,djegje
come,"vij, arrij, Can I come = A mund të vij Come and stay with us = Hajde rri me ne"
comedian,komedian
comedians,komedianët
comedies,komeditë
comedy,komedi
comeliness,bukuri
comely,tërheqës
comer,ardhës
comers,ardhësat; të ardhurit
comes,vij; arrij
comet,komet
comets,kometat
comfit,karamele
comfits,karamele
comfort,komforte; e rehatëshme
comfortable,komforte; e rehatëshme
comfortably,në mënyrë të rehatëshme
comforted,rehatuar
comforter,rehatues
comforting,duke rehatuar
comfortless,e parehatëshme
comforts,rehaton
comic,komik
comical,komik
coming,1. ardhja 2. duke ardhur
comings,ardhjet
comma,presja
command,kamand
commanded,komandoj
commander,komandant
commanders,komandantët
commanding,duke komanduar
commandment,porosi e shenjtë
commandments,porosi të shenjta
commandos,komandos
commands,"kamonda, urdhëra"
commemorates,nderon
commemoration,ceremoni përkujtimore
commence,filloj
commenced,filluar
commencement,fillim
commences,fillime
commencing,duke filluar
commend,rekomandoj
commendable,e rekomandueshme
commendation,aprovim
commendations,aprovimet
commended,rekomanduar
commending,duke rekomanduar
commends,rekomandon
commensurable,e krahasueshme
commensurate,adeguate
comment,koment; shpjegim
commentaries,komente; shpjegime
commentary,"komente, komentet"
commentator,komentator
commentators,komentatorët
commented,komentuar; shpjeguar
commenting,duke komentuar; duke shpjeguar
comments,komentet
commerce,tregëti
commercial,tregëtar
commercials,reklamat
commingled,përzierë
commiserate,"simpatizoj, shpreh keqardhje"
commiseration,simpati; keqardhje
commission,komision
commissioner,komisioner
commissioners,komisionerët
commissions,komisionet
commit,kryej
commitment,përkushtim
commits,kryen
committed,kryer; i përkushtuar
committee,komision
committing,duke kryer; duke ju përkushtuar
commixture,përzierje
commodious,e hapët; me hapësirë
commodities,mallrat; komoditetet
commodity,komaditet
common,"i përbashët, publik,"
commonalty,njerëz të thjeshtë
commoner,i zakonshëm
commoners,të zakonshëm
commonest,më i zakonshmi
commonly,zakonisht
commonplace,i zakonshëm; i përditshëm
commonweal,e mira e të gjithëve
commonwealth,e mira e të gjithëve
commotion,agjitacion; konfuzion
commotions,agjitacione; konfuzione
commune,grup; komunë
communicate,komunikoj
communicated,komunikuar
communicates,komunikon
communicating,duke komunikuar
communication,komunikim
communications,komunikimet
communicative,i shoqërueshëm
communion,pjesëmarrje
communis,e përbashkët
communities,komunitetet
community,komunitet
commutation,e. zëvendësim; shkëmbim
commute,f. zëvendësoj; shkëmbej;
commuter,e. shkëmbyes
compact,kompakt; solid
compacted,konsoliduar
compactly,adv. në mënyrë kompakte
compactness,densitet
companies,kompanitë
companion,e. bashkëshort; partner
companionable,mb. miqësor; shoqëror
companionably,"adv. në mënyrë shoqërore, miqësore"
companionless,mb. pa partner; jo miqësor
companions,bashkëshort
companionship,miqësi
companionway,e. shkallë e brëndshme
company,n. kompani; korporatë; shoqëri
comparable,i ngjashëm
comparably,adv. në mënyrë të ngjashme
comparative,adj. krahasues; n. krahasim
comparatively,adv. në mënyrë të ngjashme; relativisht
compare,krahasoj
compared,krahasuar
compares,krahason
comparing,duke krahasuar
comparison,krahasim
comparisons,krahasime
compartment,e. dhomë; kabinë; qeli; ndarje;
compartmental,mb. ndarës; sektorial
compartmentalize,f. ndaj në dhoma
compartmentally,adf. në mënyrë ndarëse
compartmented,mb. i ndarë
compartments,dhama; kabina; ndarje
compass,kompast
compassed,rrethuar
compasses,1. kompast; 2. rrethon
compassing,duke rrethuar
compassion,n. ndjenjë; simpati; mëshirë
compassionate,mb. pasionante; plot me ndjenjë;
compassionately,në mënyrë pasionante
compatibility,krahasueshmëri; ngjashmëri
compatible,i krahasueshëm; i ngjashëm
compatibleness,e. përshtatshmëri
compatibly,"në mënyrë të përshtatshme, harmonke"
compatriot,e. bashkëatdhetar; kolleg; shok
compeer,n. shok me kondita të njëjta
compeers,shokët
compel,f. detyroj; shtrëngoj; imponoj
compell,detyroj
compelled,detyruar
compelling,duke detyruar
compels,detyron
compendium,shumë; inventar
compensate,f. kompensoj; shpërblej; paguaj
compensated,kompensuar
compensates,kompenson
compensation,konpensim
compete,f. konkuroj; bëj gara
competence,kompetencë; aftësi
competency,aftësi; përgjegjësi
competent,i aftë
competing,duke konkuruar
competition,konkurim
competitor,e. konkurent
competitors,konkurues
compilation,bashkim
compile,bashkoj
compiled,bashkuar
compiler,bashkues
compilers,bashkuesat
compiles,bashkon
compiling,duke bashkuar
complain,f. ankohem; shfaq pakënaqësi
complained,ankuar
complainer,ankues
complaining,duke u ankuar
complainings,ankesat
complaint,ankesë
complaints,ankesat
complaisance,kortezi; edukatë
complement,kompliment
complemental,komplimentar
complemented,"kompletuar, plotësuar"
complements,komplimente
complete,përfundoj; plotësoj
completed,përfunduar; plotësuar
completely,plotësisht
completeness,plotësi; perfeksion
completes,plotëson
completing,duke plotësuar
completion,përfundim
complex,kompleks
complexes,komplekset
complexion,kompleksion (ngjyra e lëkurës); pamja e jashtme
complexions,kompleksionet (ngjyrat e lëkurës); pamjet e jashtme
complexity,kompleksiteti
compliance,pranim; bindje
compliant,duke pranuar;
complicate,komplikoj
complicated,komplikuar
